x	y	type	ai	info	cplx	Nxy_ai	log_confidence	infOrt	trueOrt	isOrtOk	sign	partial_correlation
0000010000000010000000000000000000000	LVFAILURE	TPR	TN	NA	1.79348	4.84242	1000	-3.04894	0	NA	NA	NA	NA
0000000000000100000001000000000000000	ANAPHYLAXIS	PAP	TN	NA	0.56511	3.61569	1000	-3.05058	0	NA	NA	NA	NA
0000000000000000000001010000000000000	PAP	SHUNT	TN	PULMEMBOLUS	2.5673	5.64126	1000	-3.07396	0	NA	NA	NA	NA
1000000000010000000000000000000000000	HISTORY	HRSAT	TN	NA	1.50786	4.61222	1000	-3.10436	0	NA	NA	NA	NA
0000001000000100000000000000000000000	STROKEVOLUME	ANAPHYLAXIS	TN	NA	0.652349	3.76383	1000	-3.111481	0	NA	NA	NA	NA
0000000000000000100000000000000000100	KINKEDTUBE	HR	TN	NA	0.861517	3.98976	1000	-3.128243	0	NA	NA	NA	NA
1000000000000000000000000000000000010	HISTORY	CO	TN	LVEDVOLUME,LVFAILURE	6.04484	9.18553	1000	-3.14069	0	NA	NA	NA	NA
1000000010000000000000000000000000000	HISTORY	HRBP	TN	NA	1.35143	4.49965	1000	-3.14822	0	NA	NA	NA	NA
0000000000010000000000010000000000000	HRSAT	SHUNT	TN	NA	1.76886	4.92104	1000	-3.15218	0	NA	NA	NA	NA
0000000000001000000100000000000000000	INSUFFANESTH	PVSAT	TN	NA	1.46748	4.6312	1000	-3.16372	0	NA	NA	NA	NA
0000000000000000000000000011000000000	DISCONNECT	MINVOLSET	TN	NA	1.32329	4.4872	1000	-3.16391	0	NA	NA	NA	NA
0000000001000000100000000000000000000	HREKG	KINKEDTUBE	TN	NA	1.25571	4.45065	1000	-3.19494	0	NA	NA	NA	NA
0000000000000100000100000000000000000	ANAPHYLAXIS	PVSAT	TN	NA	0.454826	3.66	1000	-3.205174	0	NA	NA	NA	NA
0000000000001000000000000000000000100	INSUFFANESTH	HR	TN	NA	1.24783	4.45967	1000	-3.21184	0	NA	NA	NA	NA
0000001000000000000000100000000000000	STROKEVOLUME	PULMEMBOLUS	TN	NA	0.709854	3.93015	1000	-3.220296	0	NA	NA	NA	NA
0000000100000000000000000000000010000	ERRLOWOUTPUT	ARTCO2	TN	NA	1.31107	4.53566	1000	-3.22459	0	NA	NA	NA	NA
0000000000000100000010000000000000000	ANAPHYLAXIS	SAO2	TN	NA	0.468659	3.70025	1000	-3.231591	0	NA	NA	NA	NA
0000000100000000000100000000000000000	ERRLOWOUTPUT	PVSAT	TN	NA	1.11637	4.34912	1000	-3.23275	0	NA	NA	NA	NA
1000000000000001000000000000000000000	HISTORY	EXPCO2	TN	NA	2.76161	5.99893	1000	-3.23732	0	NA	NA	NA	NA
1000000000000000000000000000000000100	HISTORY	HR	TN	NA	0.880409	4.14236	1000	-3.261951	0	NA	NA	NA	NA
0001000000000000000010000000000000000	HYPOVOLEMIA	SAO2	TN	NA	1.65177	4.93561	1000	-3.28384	0	NA	NA	NA	NA
0000000000000000001000000001000000000	FIO2	MINVOLSET	TN	NA	0.898944	4.18787	1000	-3.288926	0	NA	NA	NA	NA
0100000000001000000000000000000000000	CVP	INSUFFANESTH	TN	NA	1.62289	4.92092	1000	-3.29803	0	NA	NA	NA	NA
0100000000000000001000000000000000000	CVP	FIO2	TN	NA	1.32246	4.62159	1000	-3.29913	0	NA	NA	NA	NA
0000010000000000010000000000000000000	LVFAILURE	MINVOL	TN	NA	2.90487	6.21274	1000	-3.30787	0	NA	NA	NA	NA
0000000000001000000010000000000000000	INSUFFANESTH	SAO2	TN	NA	1.36278	4.67144	1000	-3.30866	0	NA	NA	NA	NA
0000000100000000000000000000100000000	ERRLOWOUTPUT	VENTMACH	TN	NA	2.82743	6.14496	1000	-3.31753	0	NA	NA	NA	NA
0000000001000000000000010000000000000	HREKG	SHUNT	TN	NA	1.59067	4.91207	1000	-3.3214	0	NA	NA	NA	NA
0000000000000000000010000010000000000	SAO2	DISCONNECT	TN	VENTTUBE	6.12685	9.45397	1000	-3.32712	0	NA	NA	NA	NA
0000000000000010000000100000000000000	TPR	PULMEMBOLUS	TN	NA	1.04657	4.38331	1000	-3.33674	0	NA	NA	NA	NA
0000000000000000001000000000000010000	FIO2	ARTCO2	TN	NA	1.18067	4.51841	1000	-3.33774	0	NA	NA	NA	NA
0010000000000000000000000010000000000	PCWP	DISCONNECT	TN	NA	1.63018	4.99486	1000	-3.36468	0	NA	NA	NA	NA
0000000000000100000000000000001000000	ANAPHYLAXIS	VENTLUNG	TN	NA	1.68045	5.05139	1000	-3.37094	0	NA	NA	NA	NA
0000000000000000001000000000001000000	FIO2	VENTLUNG	TN	NA	2.65963	6.03874	1000	-3.37911	0	NA	NA	NA	NA
0000000001000000000000000010000000000	HREKG	DISCONNECT	TN	NA	1.47307	4.92055	1000	-3.44748	0	NA	NA	NA	NA
0000000000000000000000100000000000100	PULMEMBOLUS	HR	TN	NA	0.201236	3.65479	1000	-3.453554	0	NA	NA	NA	NA
0000000000010001000000000000000000000	HRSAT	EXPCO2	TN	NA	9.12588	12.587	1000	-3.46112	0	NA	NA	NA	NA
0000000100000000000010000000000000000	ERRLOWOUTPUT	SAO2	TN	NA	0.92216	4.38936	1000	-3.4672	0	NA	NA	NA	NA
0000000000000000000000100000000010000	PULMEMBOLUS	ARTCO2	TN	NA	0.518813	4.01286	1000	-3.494047	0	NA	NA	NA	NA
0000010000000000000000000001000000000	LVFAILURE	MINVOLSET	TN	NA	0.643988	4.14142	1000	-3.497432	0	NA	NA	NA	NA
0000010000000000000000000000001000000	LVFAILURE	VENTLUNG	TN	NA	2.46454	5.97002	1000	-3.50548	0	NA	NA	NA	NA
0000000100000000000000000000000000100	ERRLOWOUTPUT	HR	TN	NA	0.671578	4.17759	1000	-3.506012	0	NA	NA	NA	NA
0000000000000000001000000000000000100	FIO2	HR	TN	NA	0.637221	4.16034	1000	-3.523119	0	NA	NA	NA	NA
1000000000000000000001000000000000000	HISTORY	PAP	TN	NA	0.742227	4.26958	1000	-3.527353	0	NA	NA	NA	NA
0000000000001000000000000001000000000	INSUFFANESTH	MINVOLSET	TN	NA	0.958794	4.4872	1000	-3.528406	0	NA	NA	NA	NA
0000000000100000000000000100000000000	ERRCAUTER	PRESS	TN	NA	3.5629	7.1034	1000	-3.5405	0	NA	NA	NA	NA
0000000100000000000001000000000000000	ERRLOWOUTPUT	PAP	TN	NA	0.757789	4.30481	1000	-3.547021	0	NA	NA	NA	NA
0000010000000000000000000000000000100	LVFAILURE	HR	TN	NA	0.555467	4.11389	1000	-3.558423	0	NA	NA	NA	NA
0010000000000100000000000000000000000	PCWP	ANAPHYLAXIS	TN	NA	0.426682	4.02366	1000	-3.596978	0	NA	NA	NA	NA
0000000100000001000000000000000000000	ERRLOWOUTPUT	EXPCO2	TN	NA	2.45395	6.05108	1000	-3.59713	0	NA	NA	NA	NA
0000000000000010001000000000000000000	TPR	FIO2	TN	NA	1.26924	4.88887	1000	-3.61963	0	NA	NA	NA	NA
0000000010000000000000000000010000000	HRBP	VENTTUBE	TN	NA	8.93518	12.5639	1000	-3.62872	0	NA	NA	NA	NA
0000010010000000000000000000000000000	LVFAILURE	HRBP	TN	NA	0.833505	4.47118	1000	-3.637675	0	NA	NA	NA	NA
0000010000000000000000001000000000000	LVFAILURE	INTUBATION	TN	NA	0.371617	4.01905	1000	-3.647433	0	NA	NA	NA	NA
0000000000000000000000010000100000000	SHUNT	VENTMACH	TN	NA	2.88401	6.55074	1000	-3.66673	0	NA	NA	NA	NA
0010000000000000000000100000000000000	PCWP	PULMEMBOLUS	TN	NA	0.518596	4.18998	1000	-3.671384	0	NA	NA	NA	NA
0000000010000000100000000000000000000	HRBP	KINKEDTUBE	TN	NA	0.674399	4.34705	1000	-3.672651	0	NA	NA	NA	NA
0000000000000000000000010000010000000	SHUNT	VENTTUBE	TN	NA	2.93463	6.61063	1000	-3.676	0	NA	NA	NA	NA
0000001000100000000000000000000000000	STROKEVOLUME	ERRCAUTER	TN	NA	1.07752	4.7633	1000	-3.68578	0	NA	NA	NA	NA
0000000000000000000000010000000100000	SHUNT	VENTALV	TN	INTUBATION	6.13735	9.83569	1000	-3.69834	0	NA	NA	NA	NA
0000000000100000000001000000000000000	ERRCAUTER	PAP	TN	NA	0.886341	4.61516	1000	-3.728819	0	NA	NA	NA	NA
0000000000000000000000001010000000000	INTUBATION	DISCONNECT	TN	NA	0.631278	4.36483	1000	-3.733552	0	NA	NA	NA	NA
0100000000000000100000000000000000000	CVP	KINKEDTUBE	TN	NA	0.705459	4.45102	1000	-3.745561	0	NA	NA	NA	NA
0000000000000001001000000000000000000	EXPCO2	FIO2	TN	NA	2.27564	6.02554	1000	-3.7499	0	NA	NA	NA	NA
0000000000000000001000000000000000001	FIO2	BP	TN	NA	1.12959	4.87963	1000	-3.75004	0	NA	NA	NA	NA
0000000000000000000000001001000000000	INTUBATION	MINVOLSET	TN	NA	3.84043	7.62668	1000	-3.78625	0	NA	NA	NA	NA
0000000100000000000000000000000100000	ERRLOWOUTPUT	VENTALV	TN	NA	2.66848	6.46484	1000	-3.79636	0	NA	NA	NA	NA
0000000000000010000000000010000000000	TPR	DISCONNECT	TN	NA	1.38944	5.1882	1000	-3.79876	0	NA	NA	NA	NA
0000000010000000001000000000000000000	HRBP	FIO2	TN	NA	0.714639	4.51763	1000	-3.802991	0	NA	NA	NA	NA
1000000001000000000000000000000000000	HISTORY	HREKG	TN	NA	0.780525	4.60324	1000	-3.822715	0	NA	NA	NA	NA
0000100000000000000000100000000000000	LVEDVOLUME	PULMEMBOLUS	TN	NA	0.260117	4.11108	1000	-3.850963	0	NA	NA	NA	NA
0000000000000000000000100000001000000	PULMEMBOLUS	VENTLUNG	TN	NA	1.44289	5.29417	1000	-3.85128	0	NA	NA	NA	NA
0000000000000000000000010000000000100	SHUNT	HR	TN	NA	0.595086	4.45118	1000	-3.856094	0	NA	NA	NA	NA
0000000000000000000000100000100000000	PULMEMBOLUS	VENTMACH	TN	NA	1.51747	5.37486	1000	-3.85739	0	NA	NA	NA	NA
0010000100000000000000000000000000000	PCWP	ERRLOWOUTPUT	TN	NA	0.854068	4.71278	1000	-3.858712	0	NA	NA	NA	NA
0000001000000000100000000000000000000	STROKEVOLUME	KINKEDTUBE	TN	NA	0.405229	4.26512	1000	-3.859891	0	NA	NA	NA	NA
0100000000000000000000000010000000000	CVP	DISCONNECT	TN	NA	1.0461	4.92092	1000	-3.87482	0	NA	NA	NA	NA
0000000000000000100000000000100000000	KINKEDTUBE	VENTMACH	TN	NA	1.97628	5.86732	1000	-3.89104	0	NA	NA	NA	NA
0000000000000000000010000000000100000	SAO2	VENTALV	TN	PVSAT	11.327	15.2195	1000	-3.8925	0	NA	NA	NA	NA
0000000000000000000000100000010000000	PULMEMBOLUS	VENTTUBE	TN	NA	1.54008	5.43474	1000	-3.89466	0	NA	NA	NA	NA
0000000000001000000000000000000010000	INSUFFANESTH	ARTCO2	TN	NA	0.891483	4.81774	1000	-3.926257	0	NA	NA	NA	NA
1000000000000010000000000000000000000	HISTORY	TPR	TN	NA	0.943883	4.87089	1000	-3.927007	0	NA	NA	NA	NA
0000000000000000000000000010000000001	DISCONNECT	BP	TN	NA	1.25078	5.17896	1000	-3.92818	0	NA	NA	NA	NA
0000000000000000000000010000000000010	SHUNT	CO	TN	NA	1.09362	5.02618	1000	-3.93256	0	NA	NA	NA	NA
0000000000100000000100000000000000000	ERRCAUTER	PVSAT	TN	NA	0.72115	4.65947	1000	-3.93832	0	NA	NA	NA	NA
0000000010000000000000100000000000000	HRBP	PULMEMBOLUS	TN	NA	0.0281761	4.01208	1000	-3.9839039	0	NA	NA	NA	NA
0000000000001000000000000000000100000	INSUFFANESTH	VENTALV	TN	NA	2.89601	6.88323	1000	-3.98722	0	NA	NA	NA	NA
0000000000000100000000000000100000000	ANAPHYLAXIS	VENTMACH	TN	NA	1.14222	5.13207	1000	-3.98985	0	NA	NA	NA	NA
1000000000000000000100000000000000000	HISTORY	PVSAT	TN	NA	0.323178	4.31389	1000	-3.990712	0	NA	NA	NA	NA
0000000000000000000000001000000001000	INTUBATION	CATECHOL	TN	NA	0.209738	4.22473	1000	-4.014992	0	NA	NA	NA	NA
0010000000000000000000000000000001000	PCWP	CATECHOL	TN	NA	0.836257	4.85476	1000	-4.018503	0	NA	NA	NA	NA
1000000000000000000000001000000000000	HISTORY	INTUBATION	TN	NA	0.019974	4.04752	1000	-4.027546	0	NA	NA	NA	NA
0000000001000000000000100000000000000	HREKG	PULMEMBOLUS	TN	NA	0.0647874	4.11567	1000	-4.0508826	0	NA	NA	NA	NA
0001000000000000000000001000000000000	HYPOVOLEMIA	INTUBATION	TN	NA	0.577862	4.629	1000	-4.051138	0	NA	NA	NA	NA
0000100100000000000000000000000000000	LVEDVOLUME	ERRLOWOUTPUT	TN	NA	0.577977	4.63388	1000	-4.055903	0	NA	NA	NA	NA
0000010000000001000000000000000000000	LVFAILURE	EXPCO2	TN	NA	1.89745	5.95682	1000	-4.05937	0	NA	NA	NA	NA
0000000000010000000000100000000000000	HRSAT	PULMEMBOLUS	TN	NA	0.061395	4.12464	1000	-4.063245	0	NA	NA	NA	NA
0000010000010000000000000000000000000	LVFAILURE	HRSAT	TN	NA	0.517573	4.58375	1000	-4.066177	0	NA	NA	NA	NA
0000000000000000000000100000000000010	PULMEMBOLUS	CO	TN	NA	0.161468	4.22979	1000	-4.068322	0	NA	NA	NA	NA
0000000000000000000000000010000000010	DISCONNECT	CO	TN	NA	0.959985	5.03467	1000	-4.074685	0	NA	NA	NA	NA
0000100000000000000000000010000000000	LVEDVOLUME	DISCONNECT	TN	NA	0.827279	4.91596	1000	-4.088681	0	NA	NA	NA	NA
0000000100010000000000000000000000000	ERRLOWOUTPUT	HRSAT	TN	NA	0.557721	4.64745	1000	-4.089729	0	NA	NA	NA	NA
1000000000000000000010000000000000000	HISTORY	SAO2	TN	NA	0.25139	4.35413	1000	-4.10274	0	NA	NA	NA	NA
0000001000000000001000000000000000000	STROKEVOLUME	FIO2	TN	NA	0.332908	4.4357	1000	-4.102792	0	NA	NA	NA	NA
0000000000000001000000000000000000010	EXPCO2	CO	TN	NA	8.77252	12.8968	1000	-4.12428	0	NA	NA	NA	NA
0000000000000101000000000000000000000	ANAPHYLAXIS	EXPCO2	TN	NA	0.912094	5.03819	1000	-4.126096	0	NA	NA	NA	NA
0000001000000000000000000000000001000	STROKEVOLUME	CATECHOL	TN	NA	0.446438	4.59493	1000	-4.148492	0	NA	NA	NA	NA
0000010000000000000010000000000000000	LVFAILURE	SAO2	TN	NA	0.148584	4.32566	1000	-4.177076	0	NA	NA	NA	NA
0000000000100000000000000000000000010	ERRCAUTER	CO	TN	NA	0.877609	5.06294	1000	-4.185331	0	NA	NA	NA	NA
0000000000000000001000000000010000000	FIO2	VENTTUBE	TN	NA	1.9622	6.17931	1000	-4.21711	0	NA	NA	NA	NA
0000000000011000000000000000000000000	HRSAT	INSUFFANESTH	TN	NA	0.709372	4.92953	1000	-4.220158	0	NA	NA	NA	NA
0001000010000000000000000000000000000	HYPOVOLEMIA	HRBP	TN	NA	0.854751	5.08113	1000	-4.226379	0	NA	NA	NA	NA
0001000000000000000000000001000000000	HYPOVOLEMIA	MINVOLSET	TN	NA	0.503806	4.75137	1000	-4.247564	0	NA	NA	NA	NA
0000000000000000001001000000000000000	FIO2	PAP	TN	NA	0.0383473	4.28756	1000	-4.2492127	0	NA	NA	NA	NA
0000010000000000000100000000000000000	LVFAILURE	PVSAT	TN	NA	0.0155816	4.28542	1000	-4.2698384	0	NA	NA	NA	NA
0000000000010000100000000000000000000	HRSAT	KINKEDTUBE	TN	NA	0.188619	4.45962	1000	-4.271001	0	NA	NA	NA	NA
0000000000000000010000100000000000000	MINVOL	PULMEMBOLUS	TN	NA	1.26128	5.53689	1000	-4.27561	0	NA	NA	NA	NA
0000100000000000000001000000000000000	LVEDVOLUME	PAP	TN	NA	4.63221	8.91048	1000	-4.27827	0	NA	NA	NA	NA
0000000000100000000000000000000000100	ERRCAUTER	HR	TN	NA	0.209393	4.48794	1000	-4.278547	0	NA	NA	NA	NA
0000000100000000000000000000000000010	ERRLOWOUTPUT	CO	TN	NA	0.467191	4.75259	1000	-4.285399	0	NA	NA	NA	NA
0000000000001000000000000000100000000	INSUFFANESTH	VENTMACH	TN	NA	2.27717	6.56335	1000	-4.28618	0	NA	NA	NA	NA
0010010000000000000000000000000000000	PCWP	LVFAILURE	TN	LVEDVOLUME	1.6942	5.98278	1000	-4.28858	0	NA	NA	NA	NA
0000000000000000100000000000000000001	KINKEDTUBE	BP	TN	NA	0.415541	4.70905	1000	-4.293509	0	NA	NA	NA	NA
0000000000000000100000000000000000010	KINKEDTUBE	CO	TN	NA	0.265873	4.56476	1000	-4.298887	0	NA	NA	NA	NA
1000000000000000000000000000000010000	HISTORY	ARTCO2	TN	NA	0.181712	4.50043	1000	-4.318718	0	NA	NA	NA	NA
0000000000001000000000000000001000000	INSUFFANESTH	VENTLUNG	TN	NA	2.15131	6.48267	1000	-4.33136	0	NA	NA	NA	NA
0000000100000000000000000000001000000	ERRLOWOUTPUT	VENTLUNG	TN	NA	1.72924	6.06428	1000	-4.33504	0	NA	NA	NA	NA
0000000000000001100000000000000000000	EXPCO2	KINKEDTUBE	TN	NA	1.43489	5.77343	1000	-4.33854	0	NA	NA	NA	NA
0000000000000000000000100000000000001	PULMEMBOLUS	BP	TN	NA	0.035318	4.37408	1000	-4.338762	0	NA	NA	NA	NA
0000000000000100010000000000000000000	ANAPHYLAXIS	MINVOL	TN	NA	0.943236	5.29411	1000	-4.350874	0	NA	NA	NA	NA
0000000000000000000001000000000001000	PAP	CATECHOL	TN	NA	0.0822715	4.44678	1000	-4.3645085	0	NA	NA	NA	NA
1000000000000000000000000100000000000	HISTORY	PRESS	TN	NA	2.22564	6.59087	1000	-4.36523	0	NA	NA	NA	NA
0000001100000000000000000000000000000	STROKEVOLUME	ERRLOWOUTPUT	TN	NA	0.0726092	4.45295	1000	-4.3803408	0	NA	NA	NA	NA
0000100000000000100000000000000000000	LVEDVOLUME	KINKEDTUBE	TN	NA	0.0652975	4.44606	1000	-4.3807625	0	NA	NA	NA	NA
0000001000001000000000000000000000000	STROKEVOLUME	INSUFFANESTH	TN	NA	0.352959	4.73503	1000	-4.382071	0	NA	NA	NA	NA
0100000100000000000000000000000000000	CVP	ERRLOWOUTPUT	TN	NA	0.256648	4.63885	1000	-4.382202	0	NA	NA	NA	NA
0000000100000000000000000000010000000	ERRLOWOUTPUT	VENTTUBE	TN	NA	1.82245	6.20485	1000	-4.3824	0	NA	NA	NA	NA
0000000101000000000000000000000000000	ERRLOWOUTPUT	HREKG	TN	NA	0.255664	4.63847	1000	-4.382806	0	NA	NA	NA	NA
0000010000000000000000000000000010000	LVFAILURE	ARTCO2	TN	NA	0.0874419	4.47196	1000	-4.3845181	0	NA	NA	NA	NA
0001000000000000000100000000000000000	HYPOVOLEMIA	PVSAT	TN	NA	0.503267	4.89537	1000	-4.392103	0	NA	NA	NA	NA
0000100000000000000000000000000001000	LVEDVOLUME	CATECHOL	TN	NA	0.376065	4.77586	1000	-4.399795	0	NA	NA	NA	NA
0000100000000000001000000000000000000	LVEDVOLUME	FIO2	TN	NA	0.208621	4.61663	1000	-4.408009	0	NA	NA	NA	NA
0000000000010000001000000000000000000	HRSAT	FIO2	TN	NA	0.202628	4.6302	1000	-4.427572	0	NA	NA	NA	NA
0010000000000000100000000000000000000	PCWP	KINKEDTUBE	TN	NA	0.0899079	4.52495	1000	-4.4350421	0	NA	NA	NA	NA
1000100000000000000000000000000000000	HISTORY	LVEDVOLUME	TN	LVFAILURE	0.478038	4.91361	1000	-4.435572	0	NA	NA	NA	NA
0000000001000000001000000000000000000	HREKG	FIO2	TN	NA	0.170278	4.62122	1000	-4.450942	0	NA	NA	NA	NA
0000000000000000001000000000000000010	FIO2	CO	TN	NA	0.271261	4.73534	1000	-4.464079	0	NA	NA	NA	NA
0100000000100000000000000000000000000	CVP	ERRCAUTER	TN	NA	0.464378	4.94919	1000	-4.484812	0	NA	NA	NA	NA
0001000000000000000000000000000000100	HYPOVOLEMIA	HR	TN	NA	0.234441	4.72384	1000	-4.489399	0	NA	NA	NA	NA
0100000000000000000000010000000000000	CVP	SHUNT	TN	NA	0.420729	4.91244	1000	-4.491711	0	NA	NA	NA	NA
0000010001000000000000000000000000000	LVFAILURE	HREKG	TN	NA	0.0718145	4.57477	1000	-4.5029555	0	NA	NA	NA	NA
0000000000001010000000000000000000000	INSUFFANESTH	TPR	TN	NA	0.683479	5.1882	1000	-4.504721	0	NA	NA	NA	NA
1010000000000000000000000000000000000	HISTORY	PCWP	TN	LVFAILURE	0.899791	5.40949	1000	-4.509699	0	NA	NA	NA	NA
0000000000000000001000000000000100000	FIO2	VENTALV	TN	NA	1.91836	6.43931	1000	-4.52095	0	NA	NA	NA	NA
0000000000000001000000100000000000000	EXPCO2	PULMEMBOLUS	TN	NA	0.736291	5.28097	1000	-4.544679	0	NA	NA	NA	NA
0000000000001000000000000000000000010	INSUFFANESTH	CO	TN	NA	0.483882	5.03467	1000	-4.550788	0	NA	NA	NA	NA
0000000100000000000000000000000000001	ERRLOWOUTPUT	BP	TN	NA	0.340328	4.89688	1000	-4.556552	0	NA	NA	NA	NA
0000000010000000000000010000000000000	HRBP	SHUNT	TN	NA	0.243759	4.80847	1000	-4.564711	0	NA	NA	NA	NA
0000000000010000000000000000000001000	HRSAT	CATECHOL	TN	HR	2.92869	7.49738	1000	-4.56869	0	NA	NA	NA	NA
0000000000100000000000000000000000001	ERRCAUTER	BP	TN	NA	0.634606	5.20723	1000	-4.572624	0	NA	NA	NA	NA
0010000000000000001000000000000000000	PCWP	FIO2	TN	NA	0.111239	4.69553	1000	-4.584291	0	NA	NA	NA	NA
0000000100000010000000000000000000000	ERRLOWOUTPUT	TPR	TN	NA	0.309689	4.90612	1000	-4.596431	0	NA	NA	NA	NA
0100000000000000000000000000000001000	CVP	CATECHOL	TN	NA	0.127526	4.78082	1000	-4.653294	0	NA	NA	NA	NA
0000000000100000010000000000000000000	ERRCAUTER	MINVOL	TN	NA	2.10432	6.76739	1000	-4.66307	0	NA	NA	NA	NA
0000000000100000000000000000000010000	ERRCAUTER	ARTCO2	TN	NA	0.179284	4.84601	1000	-4.666726	0	NA	NA	NA	NA
0000000000100000000010000000000000000	ERRCAUTER	SAO2	TN	NA	0.0239525	4.69971	1000	-4.6757575	0	NA	NA	NA	NA
0000000000000000010000010000000000000	MINVOL	SHUNT	TN	INTUBATION	5.76665	10.4438	1000	-4.67715	0	NA	NA	NA	NA
0000000000000010100000000000000000000	TPR	KINKEDTUBE	TN	NA	0.0315853	4.71829	1000	-4.6867047	0	NA	NA	NA	NA
0000000000000100000000000000010000000	ANAPHYLAXIS	VENTTUBE	TN	NA	0.491896	5.19195	1000	-4.700054	0	NA	NA	NA	NA
0000000001001000000000000000000000000	HREKG	INSUFFANESTH	TN	NA	0.215566	4.92055	1000	-4.704984	0	NA	NA	NA	NA
0000000000000000000000010000000000001	SHUNT	BP	TN	NA	0.442222	5.17047	1000	-4.728248	0	NA	NA	NA	NA
0000100000001000000000000000000000000	LVEDVOLUME	INSUFFANESTH	TN	NA	0.167307	4.91596	1000	-4.748653	0	NA	NA	NA	NA
0000000010100000000000000000000000000	HRBP	ERRCAUTER	TN	NA	0.0898262	4.84523	1000	-4.7554038	0	NA	NA	NA	NA
0001000000010000000000000000000000000	HYPOVOLEMIA	HRSAT	TN	NA	0.428237	5.1937	1000	-4.765463	0	NA	NA	NA	NA
0000010000000000000000000000100000000	LVFAILURE	VENTMACH	TN	NA	1.25396	6.0507	1000	-4.79674	0	NA	NA	NA	NA
0000000010000000000000000001000000000	HRBP	MINVOLSET	TN	NA	3.71724	8.51814	1000	-4.8009	0	NA	NA	NA	NA
0000000000100010000000000000000000000	ERRCAUTER	TPR	TN	NA	0.391637	5.21647	1000	-4.824833	0	NA	NA	NA	NA
0001000000000000000000000000010000000	HYPOVOLEMIA	VENTTUBE	TN	NA	2.18794	7.01619	1000	-4.82825	0	NA	NA	NA	NA
0000000000001000000000000000000000001	INSUFFANESTH	BP	TN	NA	0.323037	5.17896	1000	-4.855923	0	NA	NA	NA	NA
0000000000000000000000000010000010000	DISCONNECT	ARTCO2	TN	VENTTUBE	4.82952	9.69156	1000	-4.86204	0	NA	NA	NA	NA
0000001000000000000000000000000010000	STROKEVOLUME	ARTCO2	TN	NA	4.11153	9.01007	1000	-4.89854	0	NA	NA	NA	NA
0010000000000000000000000001000000000	PCWP	MINVOLSET	TN	NA	3.96641	8.87004	1000	-4.90363	0	NA	NA	NA	NA
0000100000100000000000000000000000000	LVEDVOLUME	ERRCAUTER	TN	NA	0.0385553	4.94423	1000	-4.9056747	0	NA	NA	NA	NA
0000000000000000000100000000000000001	PVSAT	BP	TN	NA	4.60196	9.52134	1000	-4.91938	0	NA	NA	NA	NA
1000000000000000000000000000100000000	HISTORY	VENTMACH	TN	NA	1.15854	6.09282	1000	-4.93428	0	NA	NA	NA	NA
0000000000100000000000000000100000000	ERRCAUTER	VENTMACH	TN	NA	1.66373	6.60536	1000	-4.94163	0	NA	NA	NA	NA
0010000000001000000000000000000000000	PCWP	INSUFFANESTH	TN	NA	0.0489623	4.99486	1000	-4.9458977	0	NA	NA	NA	NA
0000010000000000000000000000010000000	LVFAILURE	VENTTUBE	TN	NA	1.15761	6.11058	1000	-4.95297	0	NA	NA	NA	NA
1000000000000000000000000000001000000	HISTORY	VENTLUNG	TN	NA	1.01982	6.01214	1000	-4.99232	0	NA	NA	NA	NA
0000000000000000001000000000100000000	FIO2	VENTMACH	TN	NA	1.12443	6.11943	1000	-4.995	0	NA	NA	NA	NA
0000000001000001000000000000000000000	HREKG	EXPCO2	TN	NA	7.55688	12.5606	1000	-5.00372	0	NA	NA	NA	NA
0010000000100000000000000000000000000	PCWP	ERRCAUTER	TN	NA	0.00798519	5.02313	1000	-5.01514481	0	NA	NA	NA	NA
0000000000000100000000000100000000000	ANAPHYLAXIS	PRESS	TN	NA	0.600051	5.63012	1000	-5.030069	0	NA	NA	NA	NA
0000000010000000010000000000000000000	HRBP	MINVOL	TN	NA	7.71609	12.7638	1000	-5.04771	0	NA	NA	NA	NA
0001000000000010000000000000000000000	HYPOVOLEMIA	TPR	TN	NA	0.38214	5.45237	1000	-5.07023	0	NA	NA	NA	NA
0000000000100000000000000000000100000	ERRCAUTER	VENTALV	TN	NA	1.83009	6.92524	1000	-5.09515	0	NA	NA	NA	NA
0000001000000000000000000000010000000	STROKEVOLUME	VENTTUBE	TN	NA	7.22326	12.3261	1000	-5.10284	0	NA	NA	NA	NA
0000000000000010000000010000000000000	TPR	SHUNT	TN	NA	0.0729104	5.17971	1000	-5.1067996	0	NA	NA	NA	NA
0000000000000000000000100000000100000	PULMEMBOLUS	VENTALV	TN	NA	0.552036	5.69474	1000	-5.142704	0	NA	NA	NA	NA
0000010000000000000000000000000100000	LVFAILURE	VENTALV	TN	NA	1.21828	6.37058	1000	-5.1523	0	NA	NA	NA	NA
0000000000000000000000000001000010000	MINVOLSET	ARTCO2	TN	VENTTUBE	11.8253	16.9787	1000	-5.1534	0	NA	NA	NA	NA
0001000001000000000000000000000000000	HYPOVOLEMIA	HREKG	TN	NA	0.0292415	5.18472	1000	-5.1554785	0	NA	NA	NA	NA
0000000000100000000000000000001000000	ERRCAUTER	VENTLUNG	TN	NA	1.36503	6.52467	1000	-5.15964	0	NA	NA	NA	NA
0100010000000000000000000000000000000	CVP	LVFAILURE	TN	LVEDVOLUME	1.16534	6.3489	1000	-5.18356	0	NA	NA	NA	NA
