x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
0000000000000000000101000000000000000	PVSAT	PAP	NA	NA	NA	1.46219	8.3497	0	1	1000
0000000000000000000000000010000000010	DISCONNECT	CO	NA	NA	NA	0.959985	5.03467	0	1	1000
0000000000000000001000000000000000001	FIO2	BP	NA	NA	NA	1.12959	4.87963	0	1	1000
0000000000000000001000000000000000010	FIO2	CO	NA	NA	NA	0.271261	4.73534	0	1	1000
0000000000000000001000000000000000100	FIO2	HR	NA	NA	NA	0.637221	4.16034	0	1	1000
0000000000000000000000010000000001000	SHUNT	CATECHOL	NA	NA	NA	0.0706714	2.44983	0	1	1000
0000000000000000000000000100000000100	PRESS	HR	NA	NA	NA	0.874253	12.3977	0	1	1000
0000000000000000000000001000000000001	INTUBATION	BP	NA	NA	NA	0.957281	8.99479	0	1	1000
0000000000000000000000001000000000010	INTUBATION	CO	NA	NA	NA	0.926011	8.70861	0	1	1000
0000000000000000000000001000000000100	INTUBATION	HR	NA	NA	NA	1.02211	7.57788	0	1	1000
0000000000000000000000000100000000010	PRESS	CO	NA	NA	NA	2.4812	14.0683	0	1	1000
0000000000000000000000001000000001000	INTUBATION	CATECHOL	NA	NA	NA	0.209738	4.22473	0	1	1000
0000000000000000000000000100000000001	PRESS	BP	NA	NA	NA	2.17377	14.4944	0	1	1000
0000000000000000000000001000010000000	INTUBATION	VENTTUBE	NA	NA	NA	3.02012	11.2435	0	1	1000
0000000000000000000000001000100000000	INTUBATION	VENTMACH	NA	NA	NA	4.13658	11.1213	0	1	1000
0000000000000000000000001001000000000	INTUBATION	MINVOLSET	NA	NA	NA	3.84043	7.62668	0	1	1000
0000000000000000000000001010000000000	INTUBATION	DISCONNECT	NA	NA	NA	0.631278	4.36483	0	1	1000
0000000000000000000000010000000000001	SHUNT	BP	NA	NA	NA	0.442222	5.17047	0	1	1000
0000000000000000000000010000000000010	SHUNT	CO	NA	NA	NA	1.09362	5.02618	0	1	1000
0000000000000000000000010000000000100	SHUNT	HR	NA	NA	NA	0.595086	4.45118	0	1	1000
0000000000000000001000000000000001000	FIO2	CATECHOL	NA	NA	NA	1.34701	2.30253	0	1	1000
0000000000000000000000010000010000000	SHUNT	VENTTUBE	NA	NA	NA	2.93463	6.61063	0	1	1000
0000000000000000000000010000100000000	SHUNT	VENTMACH	NA	NA	NA	2.88401	6.55074	0	1	1000
0000000000000000000000010001000000000	SHUNT	MINVOLSET	NA	NA	NA	3.14766	4.47871	0	1	1000
0000000000000000000000010010000000000	SHUNT	DISCONNECT	NA	NA	NA	0.346103	2.5207	0	1	1000
0000000000000000000000000011000000000	DISCONNECT	MINVOLSET	NA	NA	NA	1.32329	4.4872	0	1	1000
0000000000000000000000100000000000001	PULMEMBOLUS	BP	NA	NA	NA	0.035318	4.37408	0	1	1000
0000000000000000000000100000000000010	PULMEMBOLUS	CO	NA	NA	NA	0.161468	4.22979	0	1	1000
0000000000000000000000100000000000100	PULMEMBOLUS	HR	NA	NA	NA	0.201236	3.65479	0	1	1000
0000000000000000000000100000000001000	PULMEMBOLUS	CATECHOL	NA	NA	NA	1.11339	2.04455	0	1	1000
0000000000000000000000100000000010000	PULMEMBOLUS	ARTCO2	NA	NA	NA	0.518813	4.01286	0	1	1000
0000000000000000000000100000000100000	PULMEMBOLUS	VENTALV	NA	NA	NA	0.552036	5.69474	0	1	1000
0000000000000000000000100000001000000	PULMEMBOLUS	VENTLUNG	NA	NA	NA	1.44289	5.29417	0	1	1000
0000000000000000000000100000010000000	PULMEMBOLUS	VENTTUBE	NA	NA	NA	1.54008	5.43474	0	1	1000
0000000000000000000000100000100000000	PULMEMBOLUS	VENTMACH	NA	NA	NA	1.51747	5.37486	0	1	1000
0000000000000001000000000000000000100	EXPCO2	HR	NA	NA	NA	5.69336	11.2261	0	1	1000
0000000000000000100000000000100000000	KINKEDTUBE	VENTMACH	NA	NA	NA	1.97628	5.86732	0	1	1000
0000000000000000100000000001000000000	KINKEDTUBE	MINVOLSET	NA	NA	NA	1.58805	4.01729	0	1	1000
0000000000000000100000000010000000000	KINKEDTUBE	DISCONNECT	NA	NA	NA	1.08764	2.28669	0	1	1000
0000000000000000100000001000000000000	KINKEDTUBE	INTUBATION	NA	NA	NA	0.95079	3.89493	0	1	1000
0000000000000000100000010000000000000	KINKEDTUBE	SHUNT	NA	NA	NA	0.0073618	2.2824	0	1	1000
0000000000000000100000100000000000000	KINKEDTUBE	PULMEMBOLUS	NA	NA	NA	0.50723	1.87712	0	1	1000
0000000000000000000000000000100000010	VENTMACH	CO	NA	NA	NA	4.88512	13.0814	0	1	1000
0000000000000000000000000000100000001	VENTMACH	BP	NA	NA	NA	5.13067	13.5076	0	1	1000
0000000000000000100001000000000000000	KINKEDTUBE	PAP	NA	NA	NA	2.28528	4.11698	0	1	1000
0000000000000000100010000000000000000	KINKEDTUBE	SAO2	NA	NA	NA	4.05861	4.20153	0	1	1000
0000000000000000100100000000000000000	KINKEDTUBE	PVSAT	NA	NA	NA	1.77699	4.16129	0	1	1000
0000000000000000101000000000000000000	KINKEDTUBE	FIO2	NA	NA	PRESS,PVSAT,SAO2	2.58056	2.1351	0	1	1000
0000000000000000110000000000000000000	KINKEDTUBE	MINVOL	NA	NA	NA	5.44618	6.02935	0	1	1000
0000000000000001000000000000000000001	EXPCO2	BP	NA	NA	NA	2.24565	13.3229	0	1	1000
0000000000000001000000000000000000010	EXPCO2	CO	NA	NA	NA	8.77252	12.8968	0	1	1000
0000000000000000100000000000010000000	KINKEDTUBE	VENTTUBE	NA	NA	NA	0.54856	5.9272	0	1	1000
0000000000000001000000000000000001000	EXPCO2	CATECHOL	NA	NA	NA	6.0908	6.26148	0	1	1000
0000000000000001000000000000100000000	EXPCO2	VENTMACH	NA	NA	NA	15.8651	16.4492	0	1	1000
0000000000000001000000000010000000000	EXPCO2	DISCONNECT	NA	NA	NA	4.62196	6.46947	0	1	1000
0000000000000001000000100000000000000	EXPCO2	PULMEMBOLUS	NA	NA	NA	0.736291	5.28097	0	1	1000
0000000000000001000001000000000000000	EXPCO2	PAP	NA	NA	NA	0.40226	11.5819	0	1	1000
0000000000000001001000000000000000000	EXPCO2	FIO2	NA	NA	NA	2.27564	6.02554	0	1	1000
0000000000000001100000000000000000000	EXPCO2	KINKEDTUBE	NA	NA	NA	1.43489	5.77343	0	1	1000
0000000000000000000000000000010000100	VENTTUBE	HR	NA	NA	NA	10.3543	11.533	0	1	1000
0000000000000010000000000000000000010	TPR	CO	NA	NA	NA	8.82806	10.3352	0	1	1000
0000000000000000000000000000010000010	VENTTUBE	CO	NA	NA	NA	4.5548	13.2036	0	1	1000
0000000000000010000000000000000010000	TPR	ARTCO2	NA	NA	NA	1.04893	9.90626	0	1	1000
0000000000000010000000000000000100000	TPR	VENTALV	NA	NA	NA	1.88153	14.1672	0	1	1000
0000000000000010000000000000001000000	TPR	VENTLUNG	NA	NA	NA	0.561997	13.3813	0	1	1000
0000000000000010000000000000010000000	TPR	VENTTUBE	NA	NA	NA	5.47025	13.657	0	1	1000
0000000000000000010000000000000000010	MINVOL	CO	NA	NA	NA	6.93518	13.4036	0	1	1000
0000000000000000001000000000000010000	FIO2	ARTCO2	NA	NA	NA	1.18067	4.51841	0	1	1000
0000000000000000001000000000000100000	FIO2	VENTALV	NA	NA	NA	1.91836	6.43931	0	1	1000
0000000000000000001000000000001000000	FIO2	VENTLUNG	NA	NA	NA	2.65963	6.03874	0	1	1000
0000000000000000001000000000010000000	FIO2	VENTTUBE	NA	NA	NA	1.9622	6.17931	0	1	1000
0000000000000000001000000000100000000	FIO2	VENTMACH	NA	NA	NA	1.12443	6.11943	0	1	1000
0000000000000000001000000001000000000	FIO2	MINVOLSET	NA	NA	NA	0.898944	4.18787	0	1	1000
0000000000000000001000000010000000000	FIO2	DISCONNECT	NA	NA	NA	0.498657	2.3734	0	1	1000
0000000000000000000000000010000000001	DISCONNECT	BP	NA	NA	NA	1.25078	5.17896	0	1	1000
0000000000000000001000000100000000000	FIO2	PRESS	NA	NA	NA	1.22982	6.61748	0	1	1000
0000000000000000001000001000000000000	FIO2	INTUBATION	NA	NA	NA	1.10929	4.0655	0	1	1000
0000000000000000001000010000000000000	FIO2	SHUNT	NA	NA	NA	0.07284	2.36911	0	1	1000
0000000000000000001000100000000000000	FIO2	PULMEMBOLUS	NA	NA	NA	0.759475	1.96383	0	1	1000
0000000000000000001001000000000000000	FIO2	PAP	NA	NA	NA	0.0383473	4.28756	0	1	1000
0000000000000000010000000000000000001	MINVOL	BP	NA	NA	NA	3.12521	13.8297	0	1	1000
0000000000000010000000000000100000000	TPR	VENTMACH	NA	NA	NA	3.46869	13.5348	0	1	1000
0000000000000000010000000000000000100	MINVOL	HR	NA	NA	NA	9.5696	11.7329	0	1	1000
0000000000000000000000000001000000100	MINVOLSET	HR	NA	NA	NA	6.0941	7.81809	0	1	1000
0000000000000000000000000001000000010	MINVOLSET	CO	NA	NA	NA	1.12465	8.94882	0	1	1000
0000000000000000000000000001000000001	MINVOLSET	BP	NA	NA	NA	1.8847	9.235	0	1	1000
0000000000000000010000100000000000000	MINVOL	PULMEMBOLUS	NA	NA	NA	1.26128	5.53689	0	1	1000
0000000000000000010001000000000000000	MINVOL	PAP	NA	NA	NA	3.24677	12.0887	0	1	1000
0000000000000000011000000000000000000	MINVOL	FIO2	NA	NA	NA	0.886165	6.28146	0	1	1000
0000000000000000100000000000000000001	KINKEDTUBE	BP	NA	NA	NA	0.415541	4.70905	0	1	1000
0000000000000000100000000000000000010	KINKEDTUBE	CO	NA	NA	NA	0.265873	4.56476	0	1	1000
0000000000000000100000000000000000100	KINKEDTUBE	HR	NA	NA	NA	0.861517	3.98976	0	1	1000
0000000000000000100000000000000001000	KINKEDTUBE	CATECHOL	NA	NA	NA	0.0292626	2.21581	0	1	1000
0000000000000000100000000000000010000	KINKEDTUBE	ARTCO2	NA	NA	NA	3.24015	4.34783	0	1	1000
0000000000000000100000000000000100000	KINKEDTUBE	VENTALV	NA	NA	NA	4.56249	6.1872	0	1	1000
0000000000000000100000000000001000000	KINKEDTUBE	VENTLUNG	NA	NA	NA	4.43903	5.78663	0	1	1000
0001000000000000000000000000010000000	HYPOVOLEMIA	VENTTUBE	NA	NA	NA	2.18794	7.01619	0	1	1000
0000100000000000100000000000000000000	LVEDVOLUME	KINKEDTUBE	NA	NA	NA	0.0652975	4.44606	0	1	1000
0000100000000001000000000000000000000	LVEDVOLUME	EXPCO2	NA	NA	NA	4.3608	12.548	0	1	1000
0000100000000010000000000000000000000	LVEDVOLUME	TPR	NA	NA	NA	2.52871	10.1004	0	1	1000
0000100000000100000000000000000000000	LVEDVOLUME	ANAPHYLAXIS	NA	NA	NA	3.26277	3.94477	0	1	1000
0000100000001000000000000000000000000	LVEDVOLUME	INSUFFANESTH	NA	NA	NA	0.167307	4.91596	0	1	1000
0000100000010000000000000000000000000	LVEDVOLUME	HRSAT	NA	NA	NA	1.1925	9.58766	0	1	1000
0000100000100000000000000000000000000	LVEDVOLUME	ERRCAUTER	NA	NA	NA	0.0385553	4.94423	0	1	1000
0000100001000000000000000000000000000	LVEDVOLUME	HREKG	NA	NA	NA	0.372428	9.56989	0	1	1000
0000100010000000000000000000000000000	LVEDVOLUME	HRBP	NA	NA	NA	1.78709	9.36525	0	1	1000
0000100100000000000000000000000000000	LVEDVOLUME	ERRLOWOUTPUT	NA	NA	NA	0.577977	4.63388	0	1	1000
0001000000000000000000000000000000100	HYPOVOLEMIA	HR	NA	NA	NA	0.234441	4.72384	0	1	1000
0001000000000000000000000000000001000	HYPOVOLEMIA	CATECHOL	NA	NA	NA	0.0294365	2.58746	0	1	1000
0001000000000000000000000000000010000	HYPOVOLEMIA	ARTCO2	NA	NA	NA	2.3405	5.08191	0	1	1000
0001000000000000000000000000000100000	HYPOVOLEMIA	VENTALV	NA	NA	NA	1.24889	7.27619	0	1	1000
0001000000000000000000000000001000000	HYPOVOLEMIA	VENTLUNG	NA	NA	NA	1.55046	6.87563	0	1	1000
0000100000000000010000000000000000000	LVEDVOLUME	MINVOL	NA	NA	NA	5.05663	13.0548	0	1	1000
0001000000000000000000000000100000000	HYPOVOLEMIA	VENTMACH	NA	NA	NA	1.18423	6.95631	0	1	1000
0001000000000000000000000001000000000	HYPOVOLEMIA	MINVOLSET	NA	NA	NA	0.503806	4.75137	0	1	1000
0001000000000000000000000010000000000	HYPOVOLEMIA	DISCONNECT	NA	NA	NA	1.04141	2.65833	0	1	1000
0001000000000000000000000100000000000	HYPOVOLEMIA	PRESS	NA	NA	NA	1.88422	7.45436	0	1	1000
0001000000000000000000001000000000000	HYPOVOLEMIA	INTUBATION	NA	NA	NA	0.577862	4.629	0	1	1000
0001000000000000000000010000000000000	HYPOVOLEMIA	SHUNT	NA	NA	NA	0.0503047	2.65405	0	1	1000
0001000000000000000000100000000000000	HYPOVOLEMIA	PULMEMBOLUS	NA	NA	NA	0.997161	2.24876	0	1	1000
0001000000000000000001000000000000000	HYPOVOLEMIA	PAP	NA	NA	NA	1.8978	4.85106	0	1	1000
0001000000000000000010000000000000000	HYPOVOLEMIA	SAO2	NA	NA	NA	1.65177	4.93561	0	1	1000
0001000000000000000100000000000000000	HYPOVOLEMIA	PVSAT	NA	NA	NA	0.503267	4.89537	0	1	1000
0001000000000000001000000000000000000	HYPOVOLEMIA	FIO2	NA	NA	NA	0.147835	2.50674	0	1	1000
0100000100000000000000000000000000000	CVP	ERRLOWOUTPUT	NA	NA	NA	0.256648	4.63885	0	1	1000
0100000010000000000000000000000000000	CVP	HRBP	NA	NA	NA	1.1898	9.37475	0	1	1000
0001000000000000010000000000000000000	HYPOVOLEMIA	MINVOL	NA	NA	NA	0.92774	7.11835	0	1	1000
0001000000000000100000000000000000000	HYPOVOLEMIA	KINKEDTUBE	NA	NA	NA	0.242106	2.42003	0	1	1000
1000000000000000000000000000100000000	HISTORY	VENTMACH	NA	NA	NA	1.15854	6.09282	0	1	1000
0000010000001000000000000000000000000	LVFAILURE	INSUFFANESTH	NA	NA	NA	0.270841	2.34981	0	1	1000
0000010000010000000000000000000000000	LVFAILURE	HRSAT	NA	NA	NA	0.517573	4.58375	0	1	1000
0000010000100000000000000000000000000	LVFAILURE	ERRCAUTER	NA	NA	NA	0.390135	2.3641	0	1	1000
0000010001000000000000000000000000000	LVFAILURE	HREKG	NA	NA	NA	0.0718145	4.57477	0	1	1000
0000010010000000000000000000000000000	LVFAILURE	HRBP	NA	NA	NA	0.833505	4.47118	0	1	1000
0000010100000000000000000000000000000	LVFAILURE	ERRLOWOUTPUT	NA	NA	NA	0.47068	2.20698	0	1	1000
1000000000000000000000000010000000000	HISTORY	DISCONNECT	NA	NA	NA	0.610703	2.36427	0	1	1000
1000000000000000000000000001000000000	HISTORY	MINVOLSET	NA	NA	NA	2.09007	4.16989	0	1	1000
0000100000000000000000000000000001000	LVEDVOLUME	CATECHOL	NA	NA	NA	0.376065	4.77586	0	1	1000
0000100000000000000000000000000010000	LVEDVOLUME	ARTCO2	NA	NA	NA	1.78224	9.36694	0	1	1000
0000100000000000000000000000000100000	LVEDVOLUME	VENTALV	NA	NA	NA	4.20109	13.365	0	1	1000
0000100000000000000000000000001000000	LVEDVOLUME	VENTLUNG	NA	NA	NA	3.46399	12.5791	0	1	1000
0000100000000000000000000000010000000	LVEDVOLUME	VENTTUBE	NA	NA	NA	6.22218	12.8548	0	1	1000
0000100000000000000000000000100000000	LVEDVOLUME	VENTMACH	NA	NA	NA	3.60346	12.7326	0	1	1000
0000100000000000000000000001000000000	LVEDVOLUME	MINVOLSET	NA	NA	NA	2.78338	8.714	0	1	1000
0001000000000001000000000000000000000	HYPOVOLEMIA	EXPCO2	NA	NA	NA	1.20816	6.86243	0	1	1000
0000100000000000000000000010000000000	LVEDVOLUME	DISCONNECT	NA	NA	NA	0.827279	4.91596	0	1	1000
0000100000000000000000000100000000000	LVEDVOLUME	PRESS	NA	NA	NA	5.83941	13.7195	0	1	1000
0000100000000000000000001000000000000	LVEDVOLUME	INTUBATION	NA	NA	NA	0.62761	8.47379	0	1	1000
1000000000000000000000000000010000000	HISTORY	VENTTUBE	NA	NA	NA	0.359135	6.1527	0	1	1000
0000100000000000000000010000000000000	LVEDVOLUME	SHUNT	NA	NA	NA	2.25092	4.90748	0	1	1000
1000000000000000000000000000001000000	HISTORY	VENTLUNG	NA	NA	NA	1.01982	6.01214	0	1	1000
1000000000000000000000000000000100000	HISTORY	VENTALV	NA	NA	NA	0.208891	6.4127	0	1	1000
0000100000000000000000100000000000000	LVEDVOLUME	PULMEMBOLUS	NA	NA	NA	0.260117	4.11108	0	1	1000
0000100000000000000001000000000000000	LVEDVOLUME	PAP	NA	NA	NA	4.63221	8.91048	0	1	1000
1000000000000000000000000000000010000	HISTORY	ARTCO2	NA	NA	NA	0.181712	4.50043	0	1	1000
0000100000000000000010000000000000000	LVEDVOLUME	SAO2	NA	NA	NA	2.3099	9.07888	0	1	1000
1000000000000000000000000000000001000	HISTORY	CATECHOL	NA	NA	NA	0.347547	2.2934	0	1	1000
0000100000000000000100000000000000000	LVEDVOLUME	PVSAT	NA	NA	NA	1.08947	9.00034	0	1	1000
1000000000000000000000000000000000100	HISTORY	HR	NA	NA	NA	0.880409	4.14236	0	1	1000
0000100000000000001000000000000000000	LVEDVOLUME	FIO2	NA	NA	NA	0.208621	4.61663	0	1	1000
0010000000000001000000000000000000000	PCWP	EXPCO2	NA	NA	NA	1.13976	12.7797	0	1	1000
0100000000000000001000000000000000000	CVP	FIO2	NA	NA	NA	1.32246	4.62159	0	1	1000
0100000000000000000100000000000000000	CVP	PVSAT	NA	NA	NA	2.60964	9.00984	0	1	1000
0100000000000000000010000000000000000	CVP	SAO2	NA	NA	NA	3.30747	9.08838	0	1	1000
0010000000000000000010000000000000000	PCWP	SAO2	NA	NA	NA	1.85375	9.23492	0	1	1000
0010000000000000000100000000000000000	PCWP	PVSAT	NA	NA	NA	1.12909	9.15637	0	1	1000
0010000000000000001000000000000000000	PCWP	FIO2	NA	NA	NA	0.111239	4.69553	0	1	1000
0010000000000000010000000000000000000	PCWP	MINVOL	NA	NA	NA	4.84537	13.2865	0	1	1000
0100000000000000000000100000000000000	CVP	PULMEMBOLUS	NA	NA	NA	1.8173	4.11604	0	1	1000
0100000000000000000000010000000000000	CVP	SHUNT	NA	NA	NA	0.420729	4.91244	0	1	1000
0100000000000000000000001000000000000	CVP	INTUBATION	NA	NA	NA	1.65995	8.48329	0	1	1000
0100000000000000000000000100000000000	CVP	PRESS	NA	NA	NA	5.89048	13.7332	0	1	1000
0100000000000000000000000010000000000	CVP	DISCONNECT	NA	NA	NA	1.0461	4.92092	0	1	1000
0100000000000000000000000001000000000	CVP	MINVOLSET	NA	NA	NA	1.2641	8.7235	0	1	1000
0100000000000000000000000000100000000	CVP	VENTMACH	NA	NA	NA	2.58693	12.7463	0	1	1000
0010000000000000100000000000000000000	PCWP	KINKEDTUBE	NA	NA	NA	0.0899079	4.52495	0	1	1000
0010000000000000000001000000000000000	PCWP	PAP	NA	NA	NA	2.27318	9.06651	0	1	1000
0010000000000010000000000000000000000	PCWP	TPR	NA	NA	NA	0.710403	10.2565	0	1	1000
0100000000000000000000000000010000000	CVP	VENTTUBE	NA	NA	NA	3.83711	12.8685	0	1	1000
0010000000000100000000000000000000000	PCWP	ANAPHYLAXIS	NA	NA	NA	0.426682	4.02366	0	1	1000
0010000000001000000000000000000000000	PCWP	INSUFFANESTH	NA	NA	NA	0.0489623	4.99486	0	1	1000
0010000000010000000000000000000000000	PCWP	HRSAT	NA	NA	NA	0.767382	9.74369	0	1	1000
0010000000100000000000000000000000000	PCWP	ERRCAUTER	NA	NA	NA	0.00798519	5.02313	0	1	1000
0010000001000000000000000000000000000	PCWP	HREKG	NA	NA	NA	0.551575	9.72592	0	1	1000
0010000010000000000000000000000000000	PCWP	HRBP	NA	NA	NA	2.32821	9.52129	0	1	1000
0010000100000000000000000000000000000	PCWP	ERRLOWOUTPUT	NA	NA	NA	0.854068	4.71278	0	1	1000
0100000000000000000000000000001000000	CVP	VENTLUNG	NA	NA	NA	5.04749	12.5928	0	1	1000
0100000000000000000000000000000100000	CVP	VENTALV	NA	NA	NA	4.18515	13.3786	0	1	1000
0100000000000000000000000000000010000	CVP	ARTCO2	NA	NA	NA	2.99448	9.37644	0	1	1000
0100000000000000000000000000000000001	CVP	BP	NA	NA	NA	4.40519	10.0916	0	1	1000
0100000000000000000000000000000001000	CVP	CATECHOL	NA	NA	NA	0.127526	4.78082	0	1	1000
0100000000000000000000000000000000100	CVP	HR	NA	NA	NA	0.526219	8.67469	0	1	1000
0010000000000000000000000000000010000	PCWP	ARTCO2	NA	NA	NA	0.852509	9.52298	0	1	1000
0100000001000000000000000000000000000	CVP	HREKG	NA	NA	NA	0.675035	9.57938	0	1	1000
0001000000000010000000000000000000000	HYPOVOLEMIA	TPR	NA	NA	NA	0.38214	5.45237	0	1	1000
0100000000100000000000000000000000000	CVP	ERRCAUTER	NA	NA	NA	0.464378	4.94919	0	1	1000
0001000000001000000000000000000000000	HYPOVOLEMIA	INSUFFANESTH	NA	NA	NA	0.179273	2.65833	0	1	1000
0001000000010000000000000000000000000	HYPOVOLEMIA	HRSAT	NA	NA	NA	0.428237	5.1937	0	1	1000
0100000000010000000000000000000000000	CVP	HRSAT	NA	NA	NA	0.312909	9.59715	0	1	1000
0001000000100000000000000000000000000	HYPOVOLEMIA	ERRCAUTER	NA	NA	NA	0.195266	2.67262	0	1	1000
0001000001000000000000000000000000000	HYPOVOLEMIA	HREKG	NA	NA	NA	0.0292415	5.18472	0	1	1000
0001000010000000000000000000000000000	HYPOVOLEMIA	HRBP	NA	NA	NA	0.854751	5.08113	0	1	1000
0001000100000000000000000000000000000	HYPOVOLEMIA	ERRLOWOUTPUT	NA	NA	NA	1.0232	2.5155	0	1	1000
0001010000000000000000000000000000000	HYPOVOLEMIA	LVFAILURE	NA	NA	NA	0.0221828	2.48316	0	1	1000
0100000000001000000000000000000000000	CVP	INSUFFANESTH	NA	NA	NA	1.62289	4.92092	0	1	1000
0100000000000100000000000000000000000	CVP	ANAPHYLAXIS	NA	NA	NA	2.89362	3.94973	0	1	1000
0010000000000000000000000000000000100	PCWP	HR	NA	NA	NA	1.2352	8.82123	0	1	1000
0010000000000000000000000000000001000	PCWP	CATECHOL	NA	NA	NA	0.836257	4.85476	0	1	1000
0000100000000000000000000000000000100	LVEDVOLUME	HR	NA	NA	NA	1.26126	8.6652	0	1	1000
0010000000000000000000000000000100000	PCWP	VENTALV	NA	NA	NA	2.27618	13.5967	0	1	1000
0010000000000000000000000000001000000	PCWP	VENTLUNG	NA	NA	NA	1.83699	12.8108	0	1	1000
0010000000000000000000000000010000000	PCWP	VENTTUBE	NA	NA	NA	5.67896	13.0866	0	1	1000
0010000000000000000000000000100000000	PCWP	VENTMACH	NA	NA	NA	4.12063	12.9644	0	1	1000
0010000000000000000000000001000000000	PCWP	MINVOLSET	NA	NA	NA	3.96641	8.87004	0	1	1000
0010000000000000000000000010000000000	PCWP	DISCONNECT	NA	NA	NA	1.63018	4.99486	0	1	1000
0010000000000000000000000100000000000	PCWP	PRESS	NA	NA	NA	6.73814	13.9512	0	1	1000
0010000000000000000000001000000000000	PCWP	INTUBATION	NA	NA	NA	2.45118	8.62983	0	1	1000
0010000000000000000000010000000000000	PCWP	SHUNT	NA	NA	HISTORY,CVP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,CO,BP,EXPCO2,MINVOL,SAO2,PAP,PULMEMBOLUS,INTUBATION,PRESS,VENTLUNG,VENTALV,ARTCO2	5.49417	4.98637	0	1	1000
0010000000000000000000100000000000000	PCWP	PULMEMBOLUS	NA	NA	NA	0.518596	4.18998	0	1	1000
0100000000000010000000000000000000000	CVP	TPR	NA	NA	NA	3.04944	10.1099	0	1	1000
0100000000000001000000000000000000000	CVP	EXPCO2	NA	NA	NA	6.70404	12.5616	0	1	1000
0100000000000000100000000000000000000	CVP	KINKEDTUBE	NA	NA	NA	0.705459	4.45102	0	1	1000
0100000000000000010000000000000000000	CVP	MINVOL	NA	NA	NA	2.13831	13.0685	0	1	1000
0000000100000000000010000000000000000	ERRLOWOUTPUT	SAO2	NA	NA	NA	0.92216	4.38936	0	1	1000
0000000100000000000000000000000000100	ERRLOWOUTPUT	HR	NA	NA	NA	0.671578	4.17759	0	1	1000
0000000100000000000000000000000001000	ERRLOWOUTPUT	CATECHOL	NA	NA	NA	0.06371	2.31128	0	1	1000
0000000100000000000000000000000010000	ERRLOWOUTPUT	ARTCO2	NA	NA	NA	1.31107	4.53566	0	1	1000
0000000100000000000000000000000100000	ERRLOWOUTPUT	VENTALV	NA	NA	NA	2.66848	6.46484	0	1	1000
0000000100000000000000000000001000000	ERRLOWOUTPUT	VENTLUNG	NA	NA	NA	1.72924	6.06428	0	1	1000
0000000100000000000000000000010000000	ERRLOWOUTPUT	VENTTUBE	NA	NA	NA	1.82245	6.20485	0	1	1000
0000000100000000000000000000100000000	ERRLOWOUTPUT	VENTMACH	NA	NA	NA	2.82743	6.14496	0	1	1000
1000000000000000001000000000000000000	HISTORY	FIO2	NA	NA	NA	0.107158	2.21268	0	1	1000
0000000100000000000000000001000000000	ERRLOWOUTPUT	MINVOLSET	NA	NA	NA	2.53723	4.20512	0	1	1000
0000000100000000000000000010000000000	ERRLOWOUTPUT	DISCONNECT	NA	NA	NA	0.000278839	2.38216	0	1	1000
0000000100000000000000000100000000000	ERRLOWOUTPUT	PRESS	NA	NA	NA	0.679763	6.64301	0	1	1000
0000000100000000000000001000000000000	ERRLOWOUTPUT	INTUBATION	NA	NA	NA	1.32185	4.08275	0	1	1000
0000000100000000000000010000000000000	ERRLOWOUTPUT	SHUNT	NA	NA	NA	0.112101	2.37787	0	1	1000
0000000100000000000000100000000000000	ERRLOWOUTPUT	PULMEMBOLUS	NA	NA	NA	0.03541	1.97259	0	1	1000
0000000100000000000001000000000000000	ERRLOWOUTPUT	PAP	NA	NA	NA	0.757789	4.30481	0	1	1000
0000000100000000000000000000000000010	ERRLOWOUTPUT	CO	NA	NA	NA	0.467191	4.75259	0	1	1000
0000000100000000000100000000000000000	ERRLOWOUTPUT	PVSAT	NA	NA	NA	1.11637	4.34912	0	1	1000
0000000100000000001000000000000000000	ERRLOWOUTPUT	FIO2	NA	NA	NA	0.0526091	2.23056	0	1	1000
0000000100000000010000000000000000000	ERRLOWOUTPUT	MINVOL	NA	NA	NA	0.783657	6.307	0	1	1000
0000000100000000100000000000000000000	ERRLOWOUTPUT	KINKEDTUBE	NA	NA	NA	0.0308241	2.14385	0	1	1000
0000000100000001000000000000000000000	ERRLOWOUTPUT	EXPCO2	NA	NA	NA	2.45395	6.05108	0	1	1000
0000000100000010000000000000000000000	ERRLOWOUTPUT	TPR	NA	NA	NA	0.309689	4.90612	0	1	1000
0000000100000100000000000000000000000	ERRLOWOUTPUT	ANAPHYLAXIS	NA	NA	NA	0.198731	1.88672	0	1	1000
0000010000000100000000000000000000000	LVFAILURE	ANAPHYLAXIS	NA	NA	NA	0.452291	1.85438	0	1	1000
0000000100010000000000000000000000000	ERRLOWOUTPUT	HRSAT	NA	NA	NA	0.557721	4.64745	0	1	1000
0000000100100000000000000000000000000	ERRLOWOUTPUT	ERRCAUTER	NA	NA	NA	0.01836	2.39644	0	1	1000
0000000101000000000000000000000000000	ERRLOWOUTPUT	HREKG	NA	NA	NA	0.255664	4.63847	0	1	1000
1000000000000000000100000000000000000	HISTORY	PVSAT	NA	NA	NA	0.323178	4.31389	0	1	1000
0000001000000000000000000000000000100	STROKEVOLUME	HR	NA	NA	NA	1.54268	8.30832	0	1	1000
